"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginFlat","TreatmentVariable:OriginFlat","se_(Intercept)","se_TreatmentVariable","se_OriginFlat","se_TreatmentVariable:OriginFlat","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin","Treatment","Origin","Treatment:Origin","Stable_OriginFC","Variable_OriginFC","maxGroupFC","col","Gene"
"Pocillopora_acuta_HIv2___RNAseq.6257_t",0.28017015577783,340.022161003845,-164.011080501922,3.91269695257981,3.18497427319252,-0.17681947963997,-0.661976627395162,0.140620632032294,0.163694155595738,0.232934507646551,0.244045724944996,0.34648567857955,0.431428527775065,11.6861880271527,0.164712862306278,1,1,1,0.511288822711999,0.000629657686290479,0.684854049333871,0.999999999916938,0.0101168234337502,0.999427929836143,0.902202513455154,0.706431225685593,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.6257_t"
"Pocillopora_acuta_HIv2___RNAseq.g29787.t1",0.145555279533614,475.536658136392,-231.768329068196,6.63507224904278,4.33349237672279,0.249576905088419,0.464234863463564,-0.130159940531452,0.123306187297408,0.162340011633543,0.172551350293705,0.234656213899197,2.57253810943986,10.2251967743221,0.307673834855342,1,1,1,0.108733148562107,0.0013853496118749,0.579111133412415,0.999999999916938,0.0178257926216995,0.999427929836143,-0.662793152024995,-0.477815842401951,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29787.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9639.t1",1.23451269742771,371.185180974372,-179.592590487186,3.61709529571266,3.35609831367476,-0.100810202775008,-1.05921124179328,0.238333616695442,0.325241460779484,0.460296153608594,0.476606144119344,0.673380126300653,0.000986540564639633,7.79162423779695,0.125270848006036,1,1,1,0.974943169702566,0.00524889876458423,0.723386681897982,0.999999999916938,0.0425048408401532,0.999427929836143,1.4393170363938,1.11766054216085,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9639.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1644.t1",3.05707994414608,365.170229377057,-176.585114688528,3.31728426179104,0.748857787572608,-0.213339551217767,3.82585319092924,-0.218236700893912,0.542355840910729,0.773090224530553,0.756952846731673,1.07509503155032,0.3686151619355,47.8318981184454,0.0412061335614955,1,1,1,0.543760092822208,4.64374891770997e-12,0.839140550648972,0.999999999916938,1.48438511256488e-09,0.999427929836143,-4.97567067063738,-4.56259468769215,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1644.t1"
"Pocillopora_acuta_HIv2___RNAseq.g20556.t1",1.87175782845694,325.896681513179,-156.94834075659,2.83411818699777,1.89399010513242,-0.272129672499042,1.00204739029941,0.398731903541114,0.410510405011485,0.583916552632399,0.586260115397143,0.831098724573,0.0328461347249939,8.34554582899659,0.230174251965486,1,1,1,0.856183102867956,0.00386633994279233,0.63139465338774,0.999999999916938,0.0340316030153812,0.999427929836143,-1.32099862185438,-1.82939878783201,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g20556.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9641.t1",0.479037926323685,352.073625663247,-170.036812831623,3.74409416177092,2.55601344435262,-0.148931286970097,0.42907218584421,0.269813366536131,0.0813425125657449,0.0886022212887277,0.0878017361875701,0.0922119930054836,1.78894435711104,27.2893054445233,8.56154422241372,1,1,1,0.181054835414153,1.75177630979605e-07,0.00343338070986345,0.999999999916938,2.65980696290861e-05,0.631391705644481,-0.58230490781959,-0.947048479305266,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9641.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4978.t1",0.205190278692506,380.921828447782,-184.460914223891,4.98339409286317,3.34403896782221,-0.0923733201310197,0.391463802376075,0.085844461249828,0.141563918620215,0.200911202897565,0.202146428709666,0.286400427325574,0.122571807941753,9.19511387537619,0.089841549895946,1,1,1,0.726261723917982,0.00242661993255825,0.764378688808093,0.999999999916938,0.0261817486240966,0.999427929836143,-0.548742312808408,-0.668058116486422,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4978.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13636.t1",0.171511726835905,423.011016818297,-205.505508409149,5.67628424902013,3.88021131226742,-0.208301719457075,0.343612738716257,0.151961308777515,0.135288691063884,0.181031670187851,0.195353835385372,0.258794211222033,1.07283308087504,8.18586363373351,0.344791805176073,1,1,1,0.300306395686339,0.00422180749211771,0.557076274083215,0.999999999916938,0.0363182727857125,0.999427929836143,-0.487216729795226,-0.70091393816908,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13636.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28645.t1",0.0317724824580386,475.608039534451,-231.804019767226,7.55649673374102,5.11748046784928,0.0976868083437914,0.206939438807518,-0.0683193507312998,0.0591111133146824,0.0790972458307442,0.0846380064275913,0.113682203330344,1.29364142393796,7.63258484925662,0.36116237166872,1,1,1,0.255377965558244,0.00573230911933939,0.547861391709954,0.999999999916938,0.0448181414871387,0.999427929836143,-0.296943522723016,-0.19897696414932,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28645.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7535.t1",0.132560900048832,265.298276044047,-126.649138022024,3.11463269873641,2.35928043667063,-0.0401660340945552,-0.465005403916979,0.104704555322402,0.137552715461136,0.195356559772998,0.21129824977875,0.297929321265184,0.00108252862164085,7.66228740845217,0.123510721576306,1,1,1,0.973752895219998,0.00563869710496618,0.725257586603228,0.999999999916938,0.0443784625447093,0.999427929836143,0.598947496029382,0.464824887316441,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7535.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28637.t1",0.0932745194012636,536.794718130963,-262.397359065482,7.9866545734406,5.85229665844261,-0.313723274827591,-0.40994699838865,0.276777702711135,0.0952222098202271,0.128078878687886,0.135293323087007,0.184640483044468,3.82437559750638,7.55888846662723,2.24702728166524,1,1,1,0.0505121651730633,0.00597148112507389,0.133871357867427,0.999999999916938,0.0456765214777045,0.999427929836143,0.589335465767783,0.191318009315359,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28637.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25351.t1",0.134357210708308,815.971988207248,-401.985994103624,12.2374630827659,8.28857645673559,-0.0170919830456647,0.404401777709911,0.22170889449419,0.105904241578306,0.149775191362199,0.153112849059648,0.216534653547072,0.676680450665495,22.6483668521549,1.04836234609365,1,1,1,0.41073214796894,1.94525493310783e-06,0.305884554929215,0.999999999916938,0.000168370103970935,0.999427929836143,-0.583307837317641,-0.903115131963402,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25351.t1"
"Pocillopora_acuta_HIv2___RNAseq.g6059.t1",0.0460704147633331,353.578918754937,-170.789459377469,5.19642212439333,3.71473683121064,0.00857234403263134,-0.282211731297249,0.065348598565392,0.0443562129798493,0.0530699781747593,0.0666650584677294,0.149286725955931,0.0974649627005824,26.5618226684305,0.19161529390969,1,1,1,0.754893251064361,2.55237957221051e-07,0.661575609149062,0.999999999916938,3.43480007602657e-05,0.999427929836143,0.396001242436138,0.304650862650262,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g6059.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7761.t1",0.191412072037403,440.737243324483,-214.368621662242,5.60754225124731,3.86861931112043,0.12305745859001,0.153648474278046,-0.170150234766296,0.0312591369914688,0.0313446474625673,0.0319014236613025,0.0319780929774148,13.9034811048481,21.803743759975,28.3113111934443,1,1,1,0.000192441714941574,3.02010266245141e-06,1.03290662047704e-07,0.0789317330421134,0.00022099124819876,4.65376077855928e-05,-0.217457705401795,0.0233717801925026,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g7761.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10892.t2",0.0442167104331132,451.796543492773,-219.898271746387,6.75254066642105,4.85695203168558,-0.10126143280366,-0.312523410859551,0.164091462644875,0.0741486865209317,0.0940235568648724,0.10835714320894,0.13703056590136,0.124231848355262,7.52705897915857,1.43396010845636,1,1,1,0.724489272933219,0.00607790486617081,0.231119232453355,0.999999999916938,0.0462243943649031,0.999427929836143,0.446798773595363,0.212174395507659,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g10892.t2"
"Pocillopora_acuta_HIv2___RNAseq.g11232.t1",0.595693132838524,377.869431491896,-182.934715745948,4.13133850082903,2.70874449540861,-0.0454301763836282,0.86206785179865,-0.17947332201396,0.234930737944552,0.33263034144002,0.334519730605976,0.474035889432029,0.318744971322348,10.6280981531946,0.143343286044998,1,1,1,0.572362849113177,0.00111382205449607,0.704979698145899,0.999999999916938,0.0153961064602368,0.999427929836143,-1.19068108487476,-0.937495672810904,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11232.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14844.t1",1.17649813311792,299.627470465339,-143.81373523267,2.66892764861857,1.74557008675877,-0.303565118624732,0.71634704480453,0.434185301041796,0.335539811918362,0.479930146658932,0.476752828735691,0.677345160224916,0.0638663017505109,7.56473170617818,0.410894349844088,1,1,1,0.800486268453279,0.0059521514354544,0.521515917435176,0.999999999916938,0.0456716582677792,0.999427929836143,-0.919423544334788,-1.45776807631002,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14844.t1"
"Pocillopora_acuta_HIv2___RNAseq.g10690.t1",1.1308100673716,325.552050798153,-156.776025399077,3.02083836806909,1.92485668693566,-0.0562648234635818,1.0296983971129,-0.190240044327106,0.326177859465832,0.462047296694822,0.462524749701155,0.655657287880278,0.211439877168768,8.13512477540933,0.0841879803642463,1,1,1,0.645641176383875,0.00434158595914013,0.771700223001313,0.999999999916938,0.0369819949761904,0.999427929836143,-1.36233817640509,-1.09712253463806,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g10690.t1"
"Pocillopora_acuta_HIv2___RNAseq.15878_t",0.17592612092336,405.862999704082,-196.931499852041,5.4191516810935,3.89656687140042,0.268433325582725,-0.489383147135162,0.0567728996756454,0.131954613974017,0.179852922653806,0.190001345085459,0.263742296576079,5.02311117620603,11.7056815721092,0.0463364316240357,1,1,1,0.0250111911823597,0.000623095546176459,0.829565403438591,0.999999999916938,0.0100914794536094,0.999427929836143,0.688012421469363,0.612232180672439,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.15878_t"
"Pocillopora_acuta_HIv2___RNAseq.g11089.t1",0.155248132649317,335.821477996085,-161.910738998042,4.32988614311663,2.61572168283513,0.448447752272084,0.558537076544282,-0.280808872270634,0.13795023820221,0.189363866971767,0.192213542685022,0.266652171093566,5.29664323856392,9.59293488499996,1.1089996334768,1,1,1,0.0213665625800059,0.0019532748369363,0.292299509410309,0.999999999916938,0.0225483227864364,0.999427929836143,-0.763107068734545,-0.384985397641857,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11089.t1"
"Pocillopora_acuta_HIv2___RNAseq.g1766.t1",0.319359566683844,442.574346324808,-215.287173162404,5.85226791710392,3.73568352031183,-0.0302747642429178,0.837151285033315,-0.0178114224242412,0.169119710137444,0.239299433365239,0.242019169220873,0.342424175894688,0.0518449579200456,23.4024584440211,0.00270562977087432,1,1,1,0.81988345385009,1.31410487299805e-06,0.958516208646589,0.999999999916938,0.00011912054840058,0.999427929836143,-1.18856462256976,-1.16256161302419,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g1766.t1"
"Pocillopora_acuta_HIv2___RNAseq.g26325.t1",0.201131411086433,355.606782485461,-171.803391242731,4.50516787636787,2.86548177737929,0.0586329702265986,0.45684115229889,0.142736897951044,0.161231630446133,0.207843337020922,0.223177713908287,0.292731969242571,0.790606950349866,10.0646471593604,0.237756390955338,1,1,1,0.373916660137113,0.00151141508333794,0.625831284264496,0.999999999916938,0.0190059050581839,0.999427929836143,-0.630287590676815,-0.831457656260934,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g26325.t1"
"Pocillopora_acuta_HIv2___RNAseq.g4704.t1b",0.119837477519209,449.243656802737,-218.621828401368,6.44795600799205,4.79579054559672,-0.180670028755462,-0.467452416036346,0.104715674984137,0.103320609992155,0.146583335809679,0.150892327649606,0.213934370976727,1.51716340757202,15.078413689347,0.239586456297362,1,1,1,0.218049259418732,0.000103135964757571,0.624504957451744,0.999999999916938,0.0029407763227596,0.999427929836143,0.66736142503061,0.517147116493586,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g4704.t1b"
"Pocillopora_acuta_HIv2___RNAseq.g20828.t1",0.0526765700742901,385.222887109613,-186.611443554806,5.54884290427737,3.93020408698976,-0.148860672885095,-0.141154486974909,0.273700404688897,0.0421540605760739,0.0446075647974462,0.0495495674789703,0.0541375409082647,7.55179276011227,18.1806787654253,25.5595868361478,1,1,1,0.00599504016659021,2.00906724790265e-05,4.28929583376408e-07,0.999999999916938,0.000945880396074373,0.000175685657991128,0.199436241360066,-0.18722688947217,"Stable","q_Origin:Treatment < 0.05 (biggest FC in Stable)","Pocillopora_acuta_HIv2___RNAseq.g20828.t1"
"Pocillopora_acuta_HIv2___RNAseq.g7612.t1",0.386054997772982,493.838720711449,-240.919360355724,6.50050967401698,5.11148565428002,-0.0854145519914568,-0.928741789793437,-0.133922107720383,0.180757174008098,0.255716508203649,0.262975028409281,0.372419603023782,0.63852923696821,28.5819867258783,0.129312195674289,1,1,1,0.42424388405534,8.98138214426459e-08,0.719146246479308,0.999999999916938,1.51520758483645e-05,0.999427929836143,1.32671598545028,1.51538802470068,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g7612.t1"
"Pocillopora_acuta_HIv2___TS.g7624.t1",0.0645911560602581,452.462853556587,-220.231426778293,6.86620175219421,4.97788250762445,-0.17181437926947,-0.363662486116439,0.263021147489201,0.0771792958485049,0.109639903515995,0.112824946073695,0.159649715387631,0.359218492194259,8.46896591323773,2.71421995424529,1,1,1,0.54894058556209,0.0036125674295474,0.0994575785270324,0.999999999916938,0.0327470829904151,0.999427929836143,0.520331587555448,0.143955921352303,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g7624.t1"
"Pocillopora_acuta_HIv2___RNAseq.g30195.t1",0.0725746228627401,421.308134312467,-204.654067156234,6.21395670393312,4.52720866392596,-0.13688323152829,-0.351423778314514,0.172552267183849,0.0833592364493928,0.118446971485891,0.122241917884011,0.173116710860215,0.421855590264045,9.40036988333715,0.993489669544451,1,1,1,0.516012590079675,0.00216941672122044,0.318890961888217,0.999999999916938,0.0244447544521571,0.999427929836143,0.500514564454686,0.254601064796475,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g30195.t1"
"Pocillopora_acuta_HIv2___RNAseq.g14901.t1",0.0535043386260056,806.0137691455,-397.00688457275,12.5436538678396,8.94568737804838,-0.167984804941379,-0.397569803837878,0.179625201934203,0.0709988036096413,0.0947965723686945,0.102419768767952,0.137086781825144,1.43709588444168,16.3174531471603,1.71689357805223,1,1,1,0.230609868169051,5.3568295489876e-05,0.19009340122454,0.999999999916938,0.00191377275388621,0.999427929836143,0.573480226703659,0.314373455756813,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g14901.t1"
"Pocillopora_acuta_HIv2___RNAseq.g9759.t1",0.171827335840377,449.205070350854,-218.602535175427,6.2908243396701,3.93182563272442,0.421672918334921,0.80197760494412,-0.510211512813489,0.126304697076811,0.177041267367293,0.179924817697767,0.253491118866953,1.85991149347659,18.4861881498751,4.05111910338442,1,1,1,0.172635015531397,1.71140058363026e-05,0.0441420727368229,0.999999999916938,0.000824921440934352,0.999427929836143,-1.14162485820402,-0.416286045476109,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g9759.t1"
"Pocillopora_acuta_HIv2___RNAseq.g16163.t1",3.59930810336441,494.581589373484,-241.290794686742,4.75566308213409,5.44320977581899,-0.142726218538567,-3.59232728227519,0.143720454269962,0.66902554248226,0.783235259262578,1.02309501158617,1.15096116256156,0.0176159271393897,18.3365026300754,0.0155925025575651,1,1,1,0.894410866128675,1.85125864464595e-05,0.900626514440545,0.999999999916938,0.000885308919225786,0.999427929836143,4.97834814547381,4.77215095976734,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g16163.t1"
"Pocillopora_acuta_HIv2___RNAseq.g25755.t1",0.136608127533314,450.27067754887,-219.135338774435,6.45073473598522,4.35349855106119,-0.132766105989189,0.345327554635198,0.233480081591022,0.111605219845348,0.158314777662636,0.16031953023491,0.226886247347527,0.0283327571642932,16.5783011565028,1.05896919965788,1,1,1,0.866328888911079,4.66820876611279e-05,0.303450404367722,0.999999999916938,0.00173937861576516,0.999427929836143,-0.492842773593003,-0.825836726050414,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g25755.t1"
"Pocillopora_acuta_HIv2___RNAseq.g13176.t1",0.0398895372146202,502.881000369035,-245.440500184518,7.78396256729085,5.27254200379798,0.12559822547894,0.167906061490349,0.00366037348164337,0.0622062385320443,0.0863811475011829,0.0888570363917132,0.124847829778959,4.19712947924114,7.40924146574473,0.000859584955451504,1,1,1,0.0404924672042564,0.00648896765888074,0.976610429384616,0.999999999916938,0.0477947463603298,0.999427929836143,-0.241098557191124,-0.246493112564865,"Variable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g13176.t1"
"Pocillopora_acuta_HIv2___RNAseq.g3813.t1",0.563853043383693,610.041106250285,-299.020553125143,7.82886268096004,5.98004610395037,-0.0959953582927036,-0.917313109844165,0.101523198555481,0.256206402621067,0.311045040109745,0.367816126979635,0.448554573358278,0.0443086210943473,8.79289876984508,0.0512271277428978,1,1,1,0.833280471169002,0.00302405349368238,0.820941573448544,0.999999999916938,0.0297854055423239,0.999427929836143,1.31794567126779,1.17189526150309,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g3813.t1"
"Pocillopora_acuta_HIv2___RNAseq.g29441.t1",0.119995435334118,377.264176009793,-182.632088004897,5.14732378331756,3.92691161792189,-0.350361348781877,-0.597959143133064,0.576756935482465,0.107896418860657,0.154829677910268,0.160647439298366,0.227253668347088,0.531714783019011,7.43088688102208,6.44115642855284,1,1,1,0.465886820031539,0.00641137359448147,0.0111506033664506,0.999999999916938,0.0474891707659217,0.999427929836143,0.84003562085226,0.0297473433940461,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g29441.t1"
"Pocillopora_acuta_HIv2___RNAseq.g15968.t1",0.0508620500059359,375.821902188263,-181.910951094131,5.37578831147963,3.83992712086454,-0.0474403948393659,-0.241051530713141,0.141774969315238,0.060657964788007,0.064650332752567,0.0710261145803677,0.075961536141083,0.0320916250715998,9.30469666431551,3.48346656522971,1,1,1,0.857826710600283,0.00228567147166309,0.0619847637683731,0.999999999916938,0.0251779012178039,0.999427929836143,0.339512194261357,0.139910509257537,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g15968.t1"
"Pocillopora_acuta_HIv2___RNAseq.g28634.t1",0.0948952460869439,430.375989515167,-209.187994757584,6.20729827097288,4.64016270466289,-0.33377961433454,-0.585339737318185,0.584921810934488,0.0959625630426304,0.133308768408857,0.139539292163183,0.195250659481652,0.387406618886282,8.62727397744539,8.97450725458961,1,1,1,0.533665752590428,0.00331166777587429,0.00273772402901413,0.999999999916938,0.0310673770228415,0.560673436941961,0.833530894385939,0.000594917828607322,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g28634.t1"
"Pocillopora_acuta_HIv2___TS.g12242.t1",0.0577450118410281,401.726237674226,-194.863118837113,5.90231730569254,4.26890336957902,-0.0683149826404178,-0.405878680723716,0.296932233326284,0.0791164958668329,0.109788451165469,0.116582405015077,0.161229280409323,0.744902543119657,9.41565593033236,3.39177362106584,1,1,1,0.388094930395759,0.00215140589748229,0.0655224323557165,0.999999999916938,0.0242868695532122,0.999427929836143,0.575623677454574,0.154726656282987,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g12242.t1"
"Pocillopora_acuta_HIv2___TS.g21338.t1",0.161125840223541,331.389104953219,-159.694552476609,4.2306744009675,3.36729582998647,-0.401164026208766,-0.659245628884216,0.465702547346311,0.127674273564615,0.184444339628943,0.192377560945752,0.273966644160329,1.94257067486508,9.83818538328609,2.88949433184043,1,1,1,0.163389685894382,0.00170926030850764,0.0891589053507976,0.999999999916938,0.0205972448839986,0.999427929836143,0.906890595608455,0.264212597031057,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___TS.g21338.t1"
"Pocillopora_acuta_HIv2___RNAseq.g11951.t1",0.185039869673516,616.61196472796,-302.30598236398,8.66756266834525,6.45688346591453,-0.38329168716046,-0.633580091334965,0.546858963229252,0.12623967482429,0.177027172542431,0.180792912968559,0.256105194657624,0.938216863806229,7.9576176151901,4.55946508710779,1,1,1,0.332736840932433,0.00478854031175316,0.0327372966995415,0.999999999916938,0.0397304540063952,0.999427929836143,0.912064718710026,0.124811883020024,"Stable","q_Origin < 0.05","Pocillopora_acuta_HIv2___RNAseq.g11951.t1"
